Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with a method reference.""",MINOR,2min,Key: AXaPGVy_8LKHpH7XnEPK Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/component/split/SizePdfSplitter.java - startLine: 103;startOffset: 76;endOffset: 78;endLine: 103,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1602:  ""Remove useless curly braces around statement and then remove useless return keyword""",MINOR,5min,Key: AXaPGVy_8LKHpH7XnEPL Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/component/split/SizePdfSplitter.java - startLine: 103;startOffset: 79;endOffset: 80;endLine: 103,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,,Key: AXaPGVyp8LKHpH7XnEO2 Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/component/PDDocumentHandler.java - startLine: 360;startOffset: 0;endOffset: 109;endLine: 360,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,,Key: AXaPGVyp8LKHpH7XnEO3 Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/component/PDDocumentHandler.java - startLine: 362;startOffset: 0;endOffset: 50;endLine: 362,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of EXTRACTION_FOR_DISABLES; it is deprecated.""",MINOR,15min,Key: AXaPGVzx8LKHpH7XnEP5 Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/component/PDDocumentAccessPermission.java - startLine: 102;startOffset: 52;endOffset: 75;endLine: 102,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1450:  ""Remove the outputWriter field and declare it as a local variable in the relevant methods.""",MINOR,5min,Key: AXaPGVzI8LKHpH7XnEPQ Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/component/split/AbstractPdfSplitter.java - startLine: 58;startOffset: 33;endOffset: 45;endLine: 58,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1640:  ""Convert this Map to an EnumMap.""",MINOR,5min,Key: AXaPGV0F8LKHpH7XnEQY Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 60;startOffset: 80;endOffset: 146;endLine: 60,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGV0F8LKHpH7XnEQc Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 60;startOffset: 91;endOffset: 144;endLine: 60,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1640:  ""Convert this Map to an EnumMap.""",MINOR,5min,Key: AXaPGV0F8LKHpH7XnEQZ Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 71;startOffset: 53;endOffset: 93;endLine: 71,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGV0F8LKHpH7XnEQd Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 71;startOffset: 64;endOffset: 91;endLine: 71,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1640:  ""Convert this Map to an EnumMap.""",MINOR,5min,Key: AXaPGV0F8LKHpH7XnEQa Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 83;startOffset: 51;endOffset: 87;endLine: 83,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGV0F8LKHpH7XnEQe Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 83;startOffset: 62;endOffset: 85;endLine: 83,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1640:  ""Convert this Map to an EnumMap.""",MINOR,5min,Key: AXaPGV0F8LKHpH7XnEQb Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 95;startOffset: 45;endOffset: 77;endLine: 95,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGV0F8LKHpH7XnEQf Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 95;startOffset: 56;endOffset: 75;endLine: 95,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2786:  ""Remove this redundant static qualifier.""",MINOR,2min,Key: AXaPGV0F8LKHpH7XnEQg Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-sambox/src/main/java/org/sejda/impl/sambox/util/ViewerPreferencesUtils.java - startLine: 198;startOffset: 12;endOffset: 18;endLine: 198,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AXaPGVr_8LKHpH7XnENG Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/RotateParameters.java - startLine: 83;startOffset: 20;endOffset: 31;endLine: 83,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVrC8LKHpH7XnEMv Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/image/AbstractPdfToMultipleImageParameters.java - startLine: 93;startOffset: 64;endOffset: 75;endLine: 93,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVrC8LKHpH7XnEMw Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/image/AbstractPdfToMultipleImageParameters.java - startLine: 126;startOffset: 45;endOffset: 54;endLine: 126,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsQ8LKHpH7XnENR Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/SplitByEveryXPagesParameters.java - startLine: 48;startOffset: 44;endOffset: 53;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2200:  ""Only the sign of the result should be examined.""",MINOR,5min,Key: AXaPGVtL8LKHpH7XnENj Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/validation/validator/PositiveNumberValidator.java - startLine: 49;startOffset: 67;endOffset: 69;endLine: 49,Reliability (Bugs)
To-Do,New,Normal,"java:S2200:  ""Only the sign of the result should be examined.""",MINOR,5min,Key: AXaPGVtL8LKHpH7XnENk Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/validation/validator/PositiveNumberValidator.java - startLine: 51;startOffset: 67;endOffset: 69;endLine: 51,Reliability (Bugs)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsz8LKHpH7XnENg Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/pdf/page/PredefinedSetOfPages.java - startLine: 64;startOffset: 30;endOffset: 39;endLine: 64,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,,Key: AXaPGVsg8LKHpH7XnENb Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/pdf/headerfooter/NumberingStyle.java - startLine: 33;startOffset: 0;endOffset: 51;endLine: 33,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsL8LKHpH7XnENO Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/UnpackParameters.java - startLine: 50;startOffset: 63;endOffset: 77;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1075:  ""Refactor your code to get this URI from a customizable parameter.""",MINOR,20min,Key: AXaPGVyU8LKHpH7XnEOs Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-core/src/main/java/org/sejda/core/context/XmlConfigurationStrategy.java - startLine: 68;startOffset: 53;endOffset: 68;endLine: 68,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVq48LKHpH7XnEMs Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/input/PdfMergeInput.java - startLine: 97;startOffset: 45;endOffset: 54;endLine: 97,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsv8LKHpH7XnENc Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/pdf/page/PageRange.java - startLine: 105;startOffset: 47;endOffset: 56;endLine: 105,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsz8LKHpH7XnENd Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/pdf/page/PredefinedSetOfPages.java - startLine: 18;startOffset: 51;endOffset: 60;endLine: 18,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsz8LKHpH7XnENe Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/pdf/page/PredefinedSetOfPages.java - startLine: 33;startOffset: 51;endOffset: 60;endLine: 33,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsz8LKHpH7XnENf Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/pdf/page/PredefinedSetOfPages.java - startLine: 48;startOffset: 51;endOffset: 60;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,,Key: AXaPGVpc8LKHpH7XnEMY Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-conversion/src/main/java/org/sejda/conversion/EnumAdapter.java - startLine: 31;startOffset: 0;endOffset: 117;endLine: 31,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,,Key: AXaPGVrS8LKHpH7XnEM5 Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/image/PdfToSingleTiffParameters.java - startLine: 38;startOffset: 0;endOffset: 68;endLine: 38,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsY8LKHpH7XnENW Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/ExtractPagesParameters.java - startLine: 62;startOffset: 64;endOffset: 75;endLine: 62,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsd8LKHpH7XnENa Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/SplitByPagesParameters.java - startLine: 42;startOffset: 54;endOffset: 63;endLine: 42,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVps8LKHpH7XnEMb Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-conversion/src/main/java/org/sejda/conversion/MultiplePdfMergeInputAdapter.java - startLine: 39;startOffset: 68;endOffset: 83;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1858:  ""eachLine is already a string there's no need to call toString() on it.""",MINOR,2min,Key: AXaPGVp_8LKHpH7XnEMi Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-conversion/src/main/java/org/sejda/conversion/PdfFileSourceListAdapter.java - startLine: 206;startOffset: 51;endOffset: 59;endLine: 206,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVtQ8LKHpH7XnENl Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/validation/validator/NoIntersectionsValidator.java - startLine: 48;startOffset: 50;endOffset: 61;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVtw8LKHpH7XnENo Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/outline/OutlinePageDestinations.java - startLine: 34;startOffset: 59;endOffset: 76;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVts8LKHpH7XnENm Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/split/SplitPages.java - startLine: 36;startOffset: 51;endOffset: 60;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVts8LKHpH7XnENn Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/split/SplitPages.java - startLine: 37;startOffset: 51;endOffset: 60;endLine: 37,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVr88LKHpH7XnENE Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/SetPagesTransitionParameters.java - startLine: 47;startOffset: 75;endOffset: 103;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsV8LKHpH7XnENU Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/SetPagesLabelParameters.java - startLine: 49;startOffset: 65;endOffset: 88;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1640:  ""Convert this Map to an EnumMap.""",MINOR,5min,Key: AXaPGVsS8LKHpH7XnENS Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/SetMetadataParameters.java - startLine: 46;startOffset: 57;endOffset: 94;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVsS8LKHpH7XnENT Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-model/src/main/java/org/sejda/model/parameter/SetMetadataParameters.java - startLine: 46;startOffset: 68;endOffset: 92;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1874:  ""Remove this use of newInstance; it is deprecated.""",MINOR,15min,Key: AXaPGVyC8LKHpH7XnEOj Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-core/src/main/java/org/sejda/core/notification/context/AbstractNotificationContext.java - startLine: 100;startOffset: 71;endOffset: 82;endLine: 100,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2293:  ""Replace the type specification in this constructor call with the diamond operator (<>).""",MINOR,1min,Key: AXaPGVyb8LKHpH7XnEOu Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-core/src/main/java/org/sejda/core/context/DefaultTasksRegistry.java - startLine: 47;startOffset: 35;endOffset: 91;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1075:  ""Refactor your code to get this URI from a customizable parameter.""",MINOR,20min,Key: AXaPGVyU8LKHpH7XnEOt Path: 2020-mmqs-main-java--org.sejda:sejda-parent:sejda-core/src/main/java/org/sejda/core/context/XmlConfigurationStrategy.java - startLine: 70;startOffset: 46;endOffset: 59;endLine: 70,Maintenance (Code Smells)
